number,value,datetime_start,datetime_complete,duration,params_model,params_normTechnique,params_sampleTechnique,user_attrs_binIndices,user_attrs_hyperparams,state
2675,0.7741935481373569,2024-07-08 13:13:32.200476,2024-07-08 13:14:10.615472,0 days 00:00:38.414996,BaggingClassifier,Normalize_L1_1,,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1]","{'n_estimators': 100, 'max_samples': 0.5, 'max_features': 0.1, 'bootstrap': True, 'bootstrap_features': True}",COMPLETE
2676,0.4677419353329864,2024-07-08 13:13:32.460475,2024-07-08 13:13:59.368473,0 days 00:00:26.907998,SVC,Normalize_L1_1,RandomUnderSampler,"[1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1]","{'C': 0.01, 'kernel': 'sigmoid', 'degree': 5, 'gamma': 'scale', 'coef0': 2.0, 'shrinking': False, 'probability': False, 'class_weight': 'balanced', 'decision_function_shape': 'ovr'}",COMPLETE
2677,0.0,2024-07-08 13:13:32.610471,2024-07-08 13:13:58.497475,0 days 00:00:25.887004,SVC,Normalize_L1_1,,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1]","{'C': 100.0, 'kernel': 'sigmoid', 'degree': 2, 'gamma': '0.1', 'coef0': 0.5, 'shrinking': True, 'probability': True, 'class_weight': None, 'decision_function_shape': 'ovr'}",COMPLETE
2678,0.7612903223350675,2024-07-08 13:13:32.767471,2024-07-08 13:14:01.541478,0 days 00:00:28.774007,BaggingClassifier,Normalize_L1_1,,"[0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0]","{'n_estimators': 500, 'max_samples': 1.0, 'max_features': 0.5, 'bootstrap': True, 'bootstrap_features': False}",COMPLETE
2679,0.0,2024-07-08 13:13:32.900473,2024-07-08 13:14:06.252474,0 days 00:00:33.352001,SVC,Normalize_L1_1,RandomUnderSampler,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1]","{'C': 1.0, 'kernel': 'poly', 'degree': 3, 'gamma': '0.001', 'coef0': 0.1, 'shrinking': False, 'probability': False, 'class_weight': None, 'decision_function_shape': 'ovr'}",COMPLETE
2680,0.4612903224318418,2024-07-08 13:13:34.022472,2024-07-08 13:14:14.439472,0 days 00:00:40.417000,BaggingClassifier,Normalize_L1_1,SMOTETomek,"[1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0]","{'n_estimators': 50, 'max_samples': 1.0, 'max_features': 0.1, 'bootstrap': True, 'bootstrap_features': False}",COMPLETE
2681,0.0,2024-07-08 13:13:34.483471,2024-07-08 13:14:01.011471,0 days 00:00:26.528000,SVC,,RandomUnderSampler,,"{'C': 0.01, 'kernel': 'linear', 'degree': 5, 'gamma': 'scale', 'coef0': 1.0, 'shrinking': True, 'probability': True, 'class_weight': 'balanced', 'decision_function_shape': 'ovo'}",COMPLETE
2682,0.0,2024-07-08 13:13:36.739473,2024-07-08 13:14:10.056477,0 days 00:00:33.317004,BaggingClassifier,,,,"{'n_estimators': 100, 'max_samples': 1.0, 'max_features': 0.5, 'bootstrap': True, 'bootstrap_features': False}",COMPLETE
2683,0.5387096772455775,2024-07-08 13:13:36.880473,2024-07-08 13:14:17.812473,0 days 00:00:40.932000,GradientBoostingClassifier,RobustScaler,SMOTETomek,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1]","{'n_estimators': 50, 'learning_rate': 0.1, 'max_depth': 3, 'min_samples_split': 50, 'min_samples_leaf': 5, 'subsample': 0.7, 'max_features': 'sqrt'}",COMPLETE
2684,0.4451612901789802,2024-07-08 13:13:36.997472,2024-07-08 13:14:12.067472,0 days 00:00:35.070000,BaggingClassifier,Normalize_L1_1,SMOTETomek,"[1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0]","{'n_estimators': 500, 'max_samples': 1.0, 'max_features': 0.1, 'bootstrap': True, 'bootstrap_features': False}",COMPLETE
2685,0.6161290320593131,2024-07-08 13:13:37.075477,2024-07-08 13:14:22.654471,0 days 00:00:45.578994,BaggingClassifier,Normalize_L1_1,SMOTETomek,"[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0]","{'n_estimators': 200, 'max_samples': 0.1, 'max_features': 0.1, 'bootstrap': True, 'bootstrap_features': True}",COMPLETE
2686,0.7709677416867845,2024-07-08 13:13:37.206471,2024-07-08 13:14:26.897475,0 days 00:00:49.691004,BaggingClassifier,Normalize_L1_1,,"[1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]","{'n_estimators': 10, 'max_samples': 0.1, 'max_features': 1.0, 'bootstrap': False, 'bootstrap_features': False}",COMPLETE
2687,0.3516129031123829,2024-07-08 13:13:37.588494,2024-07-08 13:14:20.511472,0 days 00:00:42.922978,BaggingClassifier,Normalize_L1_1,SMOTETomek,"[0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1]","{'n_estimators': 100, 'max_samples': 1.0, 'max_features': 1.0, 'bootstrap': False, 'bootstrap_features': True}",COMPLETE
2688,0.4451612901789802,2024-07-08 13:13:39.558472,2024-07-08 13:14:26.775471,0 days 00:00:47.216999,BaggingClassifier,Normalize_L1_1,SMOTETomek,"[0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]","{'n_estimators': 1000, 'max_samples': 1.0, 'max_features': 0.1, 'bootstrap': True, 'bootstrap_features': False}",COMPLETE
2689,0.7709677416867845,2024-07-08 13:13:39.866473,2024-07-08 13:14:08.476471,0 days 00:00:28.609998,BaggingClassifier,Normalize_L1_1,,"[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1]","{'n_estimators': 200, 'max_samples': 0.5, 'max_features': 0.1, 'bootstrap': True, 'bootstrap_features': True}",COMPLETE
2690,0.0,2024-07-08 13:13:40.079471,2024-07-08 13:14:01.230481,0 days 00:00:21.151010,SVC,,,,"{'C': 100.0, 'kernel': 'linear', 'degree': 5, 'gamma': 'scale', 'coef0': 0.0, 'shrinking': True, 'probability': False, 'class_weight': None, 'decision_function_shape': 'ovo'}",COMPLETE
2691,0.40322580632154004,2024-07-08 13:13:43.283478,2024-07-08 13:14:25.588473,0 days 00:00:42.304995,BaggingClassifier,Normalize_L1_1,SMOTETomek,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1]","{'n_estimators': 1000, 'max_samples': 1.0, 'max_features': 0.1, 'bootstrap': False, 'bootstrap_features': False}",COMPLETE
2692,0.7645161287856399,2024-07-08 13:13:43.990473,2024-07-08 13:14:42.443959,0 days 00:00:58.453486,BaggingClassifier,Normalize_L1_1,,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1]","{'n_estimators': 100, 'max_samples': 0.5, 'max_features': 1.0, 'bootstrap': True, 'bootstrap_features': True}",COMPLETE
2693,0.6806451610707596,2024-07-08 13:13:44.901474,2024-07-08 13:14:25.828476,0 days 00:00:40.927002,GradientBoostingClassifier,RobustScaler,TomekLinks,"[1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0]","{'n_estimators': 500, 'learning_rate': 0.5, 'max_depth': 5, 'min_samples_split': 2, 'min_samples_leaf': 100, 'subsample': 1.0, 'max_features': 'log2'}",COMPLETE
2694,0.42258064502497394,2024-07-08 13:13:50.060473,2024-07-08 13:14:14.386474,0 days 00:00:24.326001,BaggingClassifier,Normalize_L1_1,SMOTETomek,"[0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","{'n_estimators': 100, 'max_samples': 1.0, 'max_features': 1.0, 'bootstrap': True, 'bootstrap_features': False}",COMPLETE
2695,0.44193548372840785,2024-07-08 13:13:50.477473,2024-07-08 13:14:56.812930,0 days 00:01:06.335457,BaggingClassifier,Normalize_L1_1,NearMiss,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1]","{'n_estimators': 1000, 'max_samples': 1.0, 'max_features': 0.1, 'bootstrap': True, 'bootstrap_features': False}",COMPLETE
2696,0.43548387082726325,2024-07-08 13:13:50.666480,2024-07-08 13:14:39.486978,0 days 00:00:48.820498,BaggingClassifier,Normalize_L1_1,NearMiss,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0]","{'n_estimators': 10, 'max_samples': 1.0, 'max_features': 0.5, 'bootstrap': True, 'bootstrap_features': True}",COMPLETE
2697,0.4677419353329864,2024-07-08 13:13:53.131478,2024-07-08 13:14:45.265929,0 days 00:00:52.134451,BaggingClassifier,Normalize_L1_1,NearMiss,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1]","{'n_estimators': 500, 'max_samples': 1.0, 'max_features': 1.0, 'bootstrap': False, 'bootstrap_features': False}",COMPLETE
2698,0.7709677416867845,2024-07-08 13:13:55.439479,2024-07-08 13:14:23.817474,0 days 00:00:28.377995,BaggingClassifier,Normalize_L1_1,,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]","{'n_estimators': 50, 'max_samples': 1.0, 'max_features': 0.1, 'bootstrap': True, 'bootstrap_features': False}",COMPLETE
2699,0.0,2024-07-08 13:13:57.102474,2024-07-08 13:14:16.765472,0 days 00:00:19.662998,GradientBoostingClassifier,Normalize_L1_1,,"[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1]","{'n_estimators': 1000, 'learning_rate': 0.1, 'max_depth': 9, 'min_samples_split': 5, 'min_samples_leaf': 2, 'subsample': 1.0, 'max_features': 'auto'}",COMPLETE
2700,0.7838709674890738,2024-07-08 13:13:57.501481,2024-07-08 13:14:57.626940,0 days 00:01:00.125459,GradientBoostingClassifier,Normalize_L1_1,,"[1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1]","{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 5, 'min_samples_split': 50, 'min_samples_leaf': 10, 'subsample': 0.5, 'max_features': None}",COMPLETE
2701,0.7903225803902184,2024-07-08 13:13:57.766472,2024-07-08 13:14:40.594934,0 days 00:00:42.828462,BaggingClassifier,RobustScaler,,"[0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1]","{'n_estimators': 50, 'max_samples': 0.1, 'max_features': 0.5, 'bootstrap': True, 'bootstrap_features': False}",COMPLETE
2702,0.6451612901144641,2024-07-08 13:13:57.885473,2024-07-08 13:14:58.946931,0 days 00:01:01.061458,BaggingClassifier,RobustScaler,,"[1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","{'n_estimators': 100, 'max_samples': 0.5, 'max_features': 1.0, 'bootstrap': False, 'bootstrap_features': False}",COMPLETE
2703,0.745161290082206,2024-07-08 13:13:57.963480,2024-07-08 13:15:17.648931,0 days 00:01:19.685451,XGBClassifier,Normalize_L1_1,,"[0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1]","{'n_estimators': 200, 'learning_rate': 1.0, 'max_depth': 3, 'min_child_weight': 10, 'subsample': 1.0, 'colsample_bytree': 0.5, 'gamma': 0.0, 'reg_alpha': 1.0, 'reg_lambda': 0.1}",COMPLETE
2704,0.4645161288824141,2024-07-08 13:13:58.504472,2024-07-08 13:14:44.504932,0 days 00:00:46.000460,BaggingClassifier,Normalize_L1_1,NearMiss,"[1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]","{'n_estimators': 10, 'max_samples': 0.5, 'max_features': 0.1, 'bootstrap': False, 'bootstrap_features': False}",COMPLETE
2705,0.7612903223350675,2024-07-08 13:14:00.064486,2024-07-08 13:14:51.990960,0 days 00:00:51.926474,BaggingClassifier,Normalize_L1_1,,"[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]","{'n_estimators': 10, 'max_samples': 1.0, 'max_features': 0.5, 'bootstrap': False, 'bootstrap_features': True}",COMPLETE
2706,0.754838709433923,2024-07-08 13:14:00.425473,2024-07-08 13:14:32.431930,0 days 00:00:32.006457,BaggingClassifier,Normalize_L1_1,TomekLinks,"[0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]","{'n_estimators': 100, 'max_samples': 0.5, 'max_features': 0.5, 'bootstrap': False, 'bootstrap_features': True}",COMPLETE
2707,0.0,2024-07-08 13:14:00.811473,2024-07-08 13:14:22.931474,0 days 00:00:22.120001,GradientBoostingClassifier,Normalize_L1_1,TomekLinks,"[0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0]","{'n_estimators': 100, 'learning_rate': 0.01, 'max_depth': 5, 'min_samples_split': 50, 'min_samples_leaf': 10, 'subsample': 0.5, 'max_features': 'auto'}",COMPLETE
2708,0.4483870966295525,2024-07-08 13:14:01.130472,2024-07-08 13:14:42.831945,0 days 00:00:41.701473,BaggingClassifier,Normalize_L1_1,NearMiss,"[1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1]","{'n_estimators': 50, 'max_samples': 0.5, 'max_features': 1.0, 'bootstrap': True, 'bootstrap_features': True}",COMPLETE
2709,0.7516129029833506,2024-07-08 13:14:02.174474,2024-07-08 13:14:55.922957,0 days 00:00:53.748483,BaggingClassifier,Normalize_L1_1,TomekLinks,"[0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0]","{'n_estimators': 1000, 'max_samples': 1.0, 'max_features': 0.1, 'bootstrap': True, 'bootstrap_features': False}",COMPLETE
2710,0.7516129029833506,2024-07-08 13:14:04.592487,2024-07-08 13:14:42.367934,0 days 00:00:37.775447,BaggingClassifier,Normalize_L1_1,,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0]","{'n_estimators': 50, 'max_samples': 0.5, 'max_features': 1.0, 'bootstrap': False, 'bootstrap_features': True}",COMPLETE
2711,0.7709677416867845,2024-07-08 13:14:04.781474,2024-07-08 13:15:14.635933,0 days 00:01:09.854459,BaggingClassifier,Normalize_L1_0,,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0]","{'n_estimators': 1000, 'max_samples': 0.5, 'max_features': 0.5, 'bootstrap': True, 'bootstrap_features': False}",COMPLETE
2712,0.6483870965650363,2024-07-08 13:14:05.509473,2024-07-08 13:14:55.137962,0 days 00:00:49.628489,BaggingClassifier,RobustScaler,,"[1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]","{'n_estimators': 1000, 'max_samples': 0.5, 'max_features': 0.1, 'bootstrap': False, 'bootstrap_features': False}",COMPLETE
2713,0.8032258061925077,2024-07-08 13:14:07.066474,2024-07-08 13:14:59.855930,0 days 00:00:52.789456,BaggingClassifier,Normalize_L1_1,,"[1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0]","{'n_estimators': 200, 'max_samples': 0.1, 'max_features': 1.0, 'bootstrap': True, 'bootstrap_features': True}",COMPLETE
2714,0.7709677416867845,2024-07-08 13:14:07.674471,2024-07-08 13:14:48.071942,0 days 00:00:40.397471,BaggingClassifier,Normalize_L1_1,TomekLinks,"[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1]","{'n_estimators': 100, 'max_samples': 0.5, 'max_features': 1.0, 'bootstrap': True, 'bootstrap_features': False}",COMPLETE
2715,0.7645161287856399,2024-07-08 13:14:09.341481,2024-07-08 13:14:51.033931,0 days 00:00:41.692450,BaggingClassifier,Normalize_L1_1,,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]","{'n_estimators': 100, 'max_samples': 1.0, 'max_features': 0.5, 'bootstrap': False, 'bootstrap_features': False}",COMPLETE
2716,0.7612903223350675,2024-07-08 13:14:10.977473,2024-07-08 13:15:58.427930,0 days 00:01:47.450457,BaggingClassifier,Normalize_L1_0,,"[1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1]","{'n_estimators': 1000, 'max_samples': 1.0, 'max_features': 0.5, 'bootstrap': False, 'bootstrap_features': True}",COMPLETE
2717,0.7709677416867845,2024-07-08 13:14:11.307473,2024-07-08 13:14:57.688930,0 days 00:00:46.381457,BaggingClassifier,Normalize_L1_1,,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0]","{'n_estimators': 50, 'max_samples': 1.0, 'max_features': 1.0, 'bootstrap': True, 'bootstrap_features': True}",COMPLETE
2718,0.7645161287856399,2024-07-08 13:14:11.838474,2024-07-08 13:14:59.605930,0 days 00:00:47.767456,BaggingClassifier,Normalize_L1_1,,"[1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1]","{'n_estimators': 500, 'max_samples': 1.0, 'max_features': 0.5, 'bootstrap': True, 'bootstrap_features': False}",COMPLETE
2719,0.735483870730489,2024-07-08 13:14:12.560472,2024-07-08 13:15:11.961932,0 days 00:00:59.401460,XGBClassifier,Normalize_L2_0,,"[1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0]","{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 9, 'min_child_weight': 1, 'subsample': 0.7, 'colsample_bytree': 0.7, 'gamma': 0.0, 'reg_alpha': 0.0, 'reg_lambda': 0.1}",COMPLETE
2720,0.7645161287856399,2024-07-08 13:14:12.846472,2024-07-08 13:14:59.101931,0 days 00:00:46.255459,BaggingClassifier,Normalize_L1_1,,"[1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]","{'n_estimators': 500, 'max_samples': 1.0, 'max_features': 0.1, 'bootstrap': False, 'bootstrap_features': True}",COMPLETE
2721,0.7645161287856399,2024-07-08 13:14:13.218475,2024-07-08 13:15:30.328931,0 days 00:01:17.110456,BaggingClassifier,Normalize_L1_1,,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0]","{'n_estimators': 1000, 'max_samples': 1.0, 'max_features': 0.5, 'bootstrap': False, 'bootstrap_features': True}",COMPLETE
